touchpoint_id,lead_id,channel,interaction_type,timestamp
162,563,Ad Click,Outbound,2024-10-30 05:46:29
163,320,Demo Request,Inbound,2025-01-02 07:28:04
164,121,Ad Click,Inbound,2025-02-28 20:29:59
165,799,Email,Outbound,2025-04-11 09:55:03
166,362,Demo Request,Outbound,2024-11-24 12:28:46
167,49,Demo Request,Inbound,2025-03-31 04:14:20
168,956,Ad Click,Outbound,2025-01-14 23:21:36
169,645,Website Visit,Outbound,2025-04-23 04:46:02
170,167,Phone Call,Inbound,2024-12-02 20:14:14
171,313,Demo Request,Outbound,2024-11-26 03:24:51
172,468,Website Visit,Outbound,2025-02-15 04:48:00
173,451,Demo Request,Inbound,2025-03-13 15:04:11
174,392,Email,Outbound,2024-12-25 23:19:40
175,68,Email,Outbound,2025-02-16 05:57:40
176,118,Website Visit,Inbound,2025-01-11 08:19:19
177,101,Demo Request,Inbound,2025-02-03 14:52:19
178,835,Demo Request,Outbound,2024-12-02 22:12:17
179,699,Email,Inbound,2024-11-23 09:03:24
180,258,Email,Inbound,2024-11-25 18:14:26
181,949,Phone Call,Inbound,2024-12-29 14:36:37
182,46,Demo Request,Outbound,2025-02-13 04:18:27
183,627,Ad Click,Outbound,2025-01-19 14:07:14
184,276,Demo Request,Inbound,2025-04-17 22:23:20
185,784,Phone Call,Inbound,2025-04-10 16:03:49
186,366,Email,Outbound,2025-03-06 09:17:13
187,643,Email,Outbound,2025-03-05 19:35:01
188,566,Website Visit,Outbound,2024-10-29 17:21:41
189,107,Website Visit,Outbound,2025-02-07 19:08:37
190,730,Email,Outbound,2025-03-24 05:45:43
191,392,Ad Click,Inbound,2024-11-12 20:16:59
192,96,Phone Call,Inbound,2025-04-02 11:13:36
193,24,Website Visit,Outbound,2025-02-28 05:49:22
194,62,Email,Inbound,2025-03-13 11:30:13
195,115,Phone Call,Outbound,2024-12-30 18:44:49
196,73,Ad Click,Inbound,2025-02-10 07:21:27
197,920,Email,Outbound,2024-10-29 03:37:06
198,391,Email,Inbound,2025-02-17 19:13:09
199,487,Website Visit,Inbound,2025-02-03 06:41:21
200,637,Email,Inbound,2025-03-04 08:18:27
201,171,Website Visit,Outbound,2025-02-24 01:34:11
202,88,Ad Click,Inbound,2025-03-04 08:16:22
203,5,Demo Request,Inbound,2025-04-05 17:43:11
204,746,Phone Call,Inbound,2024-11-23 06:12:48
205,301,Email,Inbound,2024-12-11 07:56:57
206,423,Email,Outbound,2025-01-26 02:59:30
207,168,Email,Inbound,2025-01-10 00:10:04
208,577,Email,Outbound,2024-10-29 13:44:49
209,994,Website Visit,Inbound,2024-11-16 10:21:23
210,424,Phone Call,Outbound,2025-04-03 00:31:29
211,796,Ad Click,Outbound,2024-12-08 08:04:00
212,646,Website Visit,Outbound,2025-01-02 07:54:22
213,604,Ad Click,Outbound,2024-12-21 17:30:35
214,87,Website Visit,Inbound,2025-02-11 12:58:00
215,586,Demo Request,Outbound,2025-02-02 02:06:52
216,650,Website Visit,Outbound,2025-04-09 01:30:38
217,162,Demo Request,Outbound,2024-11-09 11:25:42
218,728,Ad Click,Outbound,2025-04-04 22:03:55
219,457,Email,Outbound,2025-01-05 22:49:31
220,510,Phone Call,Inbound,2025-04-21 01:04:59
221,214,Website Visit,Inbound,2025-02-13 08:51:22
222,216,Ad Click,Outbound,2025-01-11 17:41:11
223,259,Website Visit,Outbound,2025-04-02 12:28:41
224,953,Phone Call,Inbound,2025-01-07 12:14:26
225,210,Website Visit,Outbound,2025-01-23 00:39:47
226,764,Demo Request,Outbound,2025-04-23 17:54:49
227,618,Website Visit,Inbound,2024-12-31 17:45:15
228,104,Demo Request,Outbound,2025-02-18 21:24:43
229,749,Website Visit,Outbound,2025-03-25 10:33:50
230,538,Phone Call,Outbound,2025-04-12 10:17:25
231,196,Demo Request,Inbound,2024-11-14 11:10:52
232,814,Email,Inbound,2025-03-04 04:56:32
233,334,Phone Call,Outbound,2024-11-28 20:27:15
234,291,Ad Click,Outbound,2025-01-16 10:15:13
235,387,Email,Inbound,2025-01-05 14:27:39
236,791,Email,Inbound,2025-01-24 23:21:47
237,234,Demo Request,Inbound,2025-02-27 06:19:55
238,856,Ad Click,Outbound,2025-04-14 22:05:26
239,298,Email,Outbound,2025-02-05 22:05:37
240,438,Website Visit,Inbound,2025-01-30 13:07:23
241,398,Email,Inbound,2024-12-20 15:25:13
242,928,Website Visit,Outbound,2024-10-29 04:43:40
243,441,Website Visit,Inbound,2025-01-28 14:15:11
244,558,Demo Request,Outbound,2024-11-12 10:57:47
245,116,Demo Request,Inbound,2025-03-19 13:06:13
246,582,Ad Click,Outbound,2025-01-21 15:19:25
247,872,Phone Call,Outbound,2025-01-28 08:43:51
248,190,Ad Click,Inbound,2025-03-19 07:25:39
249,354,Ad Click,Inbound,2025-04-23 12:05:52
250,115,Ad Click,Outbound,2025-01-27 03:09:27
251,611,Email,Outbound,2024-10-31 20:48:10
252,26,Email,Inbound,2025-01-12 15:35:55
253,814,Ad Click,Inbound,2025-01-10 05:14:23
254,426,Demo Request,Inbound,2025-04-11 14:22:03
255,498,Website Visit,Outbound,2025-01-31 10:37:20
256,497,Website Visit,Inbound,2025-03-01 00:50:49
257,406,Website Visit,Outbound,2025-04-14 23:36:50
258,97,Ad Click,Outbound,2024-12-18 10:39:37
259,742,Demo Request,Outbound,2025-01-12 16:20:00
260,493,Ad Click,Inbound,2025-03-21 19:27:34
261,870,Phone Call,Inbound,2024-11-28 06:58:20
262,295,Ad Click,Outbound,2024-10-31 16:33:55
263,68,Email,Inbound,2024-12-20 02:32:01
264,335,Website Visit,Outbound,2025-01-21 05:41:22
265,570,Phone Call,Inbound,2024-11-08 00:34:45
266,91,Website Visit,Inbound,2025-03-21 08:01:10
267,497,Ad Click,Inbound,2025-02-27 11:48:45
268,24,Website Visit,Outbound,2025-03-13 19:52:36
269,211,Website Visit,Inbound,2025-03-11 02:54:02
270,14,Website Visit,Inbound,2025-01-24 10:09:52
271,85,Phone Call,Outbound,2024-12-03 19:34:45
272,97,Ad Click,Outbound,2025-04-24 15:44:47
273,787,Website Visit,Outbound,2024-11-24 15:01:30
274,599,Ad Click,Outbound,2024-11-18 06:52:41
275,173,Ad Click,Outbound,2024-12-05 21:54:21
276,392,Email,Outbound,2024-11-07 18:01:10
277,674,Website Visit,Inbound,2025-01-13 02:59:46
278,126,Ad Click,Outbound,2025-02-03 12:52:16
279,983,Email,Outbound,2025-02-10 18:58:42
280,182,Demo Request,Outbound,2025-02-27 18:39:08
281,160,Demo Request,Outbound,2025-04-17 22:33:32
282,335,Website Visit,Inbound,2024-11-21 11:34:52
283,978,Website Visit,Inbound,2024-11-12 07:53:08
284,638,Demo Request,Outbound,2024-11-20 22:58:16
285,625,Email,Inbound,2025-01-12 01:08:31
286,65,Website Visit,Outbound,2025-04-01 10:56:12
287,915,Website Visit,Inbound,2024-12-20 03:03:10
288,596,Phone Call,Outbound,2025-01-04 08:23:27
289,979,Phone Call,Inbound,2024-10-31 17:34:28
290,309,Demo Request,Inbound,2025-01-22 12:19:05
291,750,Ad Click,Outbound,2024-10-27 13:48:25
292,494,Website Visit,Inbound,2024-12-06 00:29:33
293,967,Website Visit,Outbound,2025-02-13 17:51:31
294,105,Phone Call,Outbound,2024-11-22 02:19:45
295,165,Ad Click,Outbound,2025-01-21 00:07:42
296,591,Email,Inbound,2025-03-07 05:44:02
297,62,Ad Click,Outbound,2025-02-15 07:27:36
298,765,Website Visit,Outbound,2025-04-03 10:15:02
299,122,Email,Inbound,2025-01-30 04:04:54
300,487,Demo Request,Outbound,2025-03-03 17:02:52
301,44,Website Visit,Outbound,2024-12-22 18:32:56
302,322,Demo Request,Inbound,2025-02-09 04:40:06
303,180,Ad Click,Inbound,2024-11-08 21:33:46
304,478,Demo Request,Outbound,2025-01-03 07:39:53
305,504,Ad Click,Outbound,2025-02-28 10:06:36
306,708,Website Visit,Inbound,2025-01-28 09:29:35
307,627,Phone Call,Inbound,2025-01-09 04:00:36
308,582,Phone Call,Inbound,2025-04-16 21:10:08
309,1,Demo Request,Inbound,2024-11-28 15:22:21
310,841,Email,Inbound,2025-04-09 08:02:13
311,266,Email,Inbound,2024-12-02 04:55:53
312,385,Website Visit,Outbound,2025-02-04 08:03:33
313,76,Demo Request,Inbound,2024-12-14 09:29:18
314,735,Email,Inbound,2024-12-20 22:37:02
315,310,Ad Click,Inbound,2024-11-20 01:28:56
316,319,Ad Click,Outbound,2025-03-21 02:33:55
317,431,Phone Call,Inbound,2025-02-13 07:01:50
318,310,Demo Request,Outbound,2025-01-06 05:20:29
319,363,Email,Inbound,2024-11-26 07:08:51
320,189,Ad Click,Outbound,2025-02-27 00:21:21
321,417,Website Visit,Outbound,2025-04-13 23:56:59
322,918,Email,Inbound,2024-11-28 22:12:54
323,864,Website Visit,Inbound,2025-01-30 22:57:20
324,327,Phone Call,Inbound,2025-02-25 12:50:18
325,582,Ad Click,Inbound,2025-01-27 08:56:31
326,624,Website Visit,Inbound,2025-01-13 15:55:20
327,440,Website Visit,Inbound,2024-11-25 12:03:55
328,650,Website Visit,Inbound,2024-11-12 07:53:48
329,309,Demo Request,Outbound,2024-11-02 07:11:32
330,226,Ad Click,Inbound,2024-10-28 04:41:26
331,408,Ad Click,Outbound,2025-02-19 05:17:06
332,739,Ad Click,Outbound,2025-02-17 11:46:42
333,52,Website Visit,Inbound,2025-02-10 22:18:19
334,364,Email,Inbound,2025-04-06 10:50:50
335,496,Phone Call,Outbound,2024-12-28 21:22:04
336,625,Email,Inbound,2024-12-20 01:36:53
337,148,Ad Click,Outbound,2024-12-03 07:41:49
338,928,Website Visit,Inbound,2025-01-02 14:44:51
339,412,Email,Inbound,2025-03-25 23:09:33
340,441,Email,Inbound,2025-01-30 04:31:44
341,51,Email,Inbound,2025-03-02 01:33:48
342,836,Demo Request,Outbound,2025-01-29 06:24:13
343,612,Demo Request,Outbound,2025-01-06 10:58:54
344,935,Ad Click,Outbound,2025-04-04 04:36:44
345,697,Demo Request,Inbound,2024-12-25 08:56:28
346,453,Website Visit,Inbound,2025-01-08 09:12:23
347,355,Demo Request,Outbound,2025-03-22 21:20:31
348,317,Ad Click,Outbound,2025-01-26 03:06:36
349,558,Phone Call,Outbound,2025-03-13 18:59:59
350,491,Demo Request,Outbound,2024-12-01 17:45:28
351,180,Website Visit,Inbound,2024-11-26 02:57:15
352,181,Ad Click,Inbound,2025-04-07 04:16:30
353,784,Website Visit,Outbound,2025-04-06 07:32:12
354,47,Ad Click,Outbound,2025-03-12 22:49:53
355,403,Phone Call,Inbound,2024-12-17 17:11:03
356,718,Website Visit,Inbound,2025-02-26 16:03:14
357,166,Website Visit,Inbound,2025-03-19 17:45:00
358,388,Ad Click,Outbound,2024-11-11 06:46:51
359,844,Ad Click,Inbound,2025-01-12 00:59:57
360,347,Email,Inbound,2024-11-11 23:28:22
361,176,Ad Click,Inbound,2025-04-17 09:24:08
362,714,Ad Click,Outbound,2025-04-16 21:00:14
363,330,Demo Request,Inbound,2024-12-09 10:35:29
364,550,Phone Call,Inbound,2025-04-18 18:42:43
365,940,Website Visit,Outbound,2025-01-11 14:26:19
366,545,Website Visit,Outbound,2024-11-25 20:07:12
367,60,Email,Inbound,2025-02-13 12:50:45
368,866,Email,Inbound,2025-01-13 01:30:30
369,821,Phone Call,Inbound,2024-11-09 19:45:53
370,851,Email,Inbound,2025-04-13 13:38:58
371,612,Demo Request,Inbound,2025-03-02 08:07:24
372,424,Demo Request,Inbound,2024-12-19 11:07:04
373,771,Demo Request,Outbound,2025-03-07 12:32:54
374,433,Phone Call,Inbound,2025-01-23 04:38:28
375,161,Ad Click,Inbound,2024-12-29 21:04:48
376,381,Demo Request,Inbound,2025-03-29 22:57:30
377,646,Website Visit,Outbound,2024-11-08 14:05:13
378,734,Ad Click,Inbound,2025-04-21 09:08:54
379,897,Email,Outbound,2024-11-17 01:59:19
380,6,Demo Request,Outbound,2025-03-25 09:09:29
381,344,Email,Inbound,2025-02-17 08:49:32
382,319,Demo Request,Outbound,2025-02-08 18:27:26
383,118,Website Visit,Inbound,2024-12-10 05:06:15
384,145,Ad Click,Outbound,2025-02-04 04:49:16
385,706,Phone Call,Outbound,2025-01-12 20:22:48
386,976,Ad Click,Outbound,2025-02-22 07:27:09
387,710,Demo Request,Inbound,2024-11-18 01:55:17
388,355,Demo Request,Outbound,2025-04-05 20:49:56
389,397,Email,Inbound,2025-02-19 04:01:45
390,709,Ad Click,Inbound,2024-12-03 01:14:12
391,881,Ad Click,Outbound,2025-01-30 00:32:38
392,855,Website Visit,Outbound,2024-11-16 18:55:18
393,442,Email,Outbound,2024-10-30 15:40:29
394,475,Demo Request,Inbound,2024-12-15 20:13:50
395,229,Demo Request,Inbound,2025-04-08 08:32:17
396,741,Email,Outbound,2025-04-09 12:30:29
397,25,Phone Call,Inbound,2025-03-07 10:38:26
398,361,Phone Call,Inbound,2025-02-07 23:38:48
399,240,Email,Inbound,2024-12-14 13:46:16
400,682,Email,Inbound,2025-04-15 12:25:42
401,103,Email,Inbound,2025-03-26 13:17:22
402,451,Email,Outbound,2025-03-02 16:35:31
403,280,Ad Click,Inbound,2025-03-11 15:41:59
404,19,Phone Call,Inbound,2025-04-08 04:23:02
405,338,Email,Outbound,2024-12-18 14:19:14
406,368,Ad Click,Outbound,2025-03-18 21:47:12
407,837,Email,Inbound,2024-11-05 17:35:53
408,904,Email,Inbound,2025-01-06 02:06:52
409,149,Email,Outbound,2025-03-17 17:42:37
410,96,Website Visit,Inbound,2025-03-21 10:37:06
411,955,Email,Inbound,2025-04-10 13:11:00
412,676,Demo Request,Inbound,2024-11-16 16:15:25
413,611,Website Visit,Inbound,2025-02-05 01:20:01
414,472,Ad Click,Outbound,2025-02-26 22:01:48
415,353,Ad Click,Outbound,2025-03-21 04:56:59
416,106,Website Visit,Outbound,2025-03-19 05:31:23
417,686,Website Visit,Inbound,2025-02-10 13:25:33
418,172,Email,Inbound,2025-04-16 21:50:34
419,487,Website Visit,Outbound,2025-01-17 11:53:03
420,698,Ad Click,Inbound,2025-01-09 05:27:54
421,449,Email,Outbound,2025-02-01 21:12:50
422,652,Phone Call,Outbound,2025-01-08 12:12:35
423,662,Website Visit,Outbound,2025-02-20 18:31:24
424,113,Email,Inbound,2025-04-11 02:01:10
425,203,Demo Request,Outbound,2024-12-06 02:58:07
426,392,Ad Click,Inbound,2025-01-31 16:50:13
427,759,Demo Request,Inbound,2024-10-29 06:08:53
428,168,Demo Request,Inbound,2025-02-06 21:27:00
429,752,Ad Click,Outbound,2025-01-13 08:45:18
430,227,Website Visit,Inbound,2024-11-02 11:48:29
431,486,Demo Request,Outbound,2025-01-30 11:37:00
432,929,Website Visit,Inbound,2025-04-12 22:47:44
433,198,Website Visit,Inbound,2025-04-20 23:45:04
434,979,Email,Inbound,2025-03-21 04:33:54
435,217,Demo Request,Outbound,2025-02-27 03:17:10
436,484,Ad Click,Inbound,2025-01-31 09:38:25
437,888,Phone Call,Inbound,2025-01-05 02:56:16
438,44,Ad Click,Outbound,2025-01-27 07:36:42
439,977,Email,Outbound,2024-11-02 13:27:30
440,509,Ad Click,Outbound,2025-01-03 14:49:58
441,617,Ad Click,Outbound,2025-01-31 04:42:51
442,302,Demo Request,Inbound,2025-01-20 05:21:20
443,72,Demo Request,Inbound,2024-11-16 22:50:45
444,795,Website Visit,Outbound,2025-04-23 09:27:38
445,288,Website Visit,Inbound,2025-02-12 05:19:07
446,390,Email,Inbound,2025-04-14 01:25:03
447,601,Email,Inbound,2024-12-15 13:13:01
448,78,Demo Request,Inbound,2024-12-16 02:23:59
449,255,Demo Request,Outbound,2025-01-28 03:55:01
450,637,Email,Inbound,2024-12-06 22:14:26
451,31,Demo Request,Inbound,2025-03-08 02:51:26
452,279,Website Visit,Inbound,2025-03-14 13:52:15
453,890,Email,Outbound,2024-11-25 08:49:20
454,893,Ad Click,Inbound,2024-12-12 12:53:26
455,350,Ad Click,Inbound,2024-11-17 10:04:38
456,263,Email,Inbound,2024-12-26 07:36:44
457,996,Phone Call,Outbound,2024-12-09 03:44:15
458,846,Phone Call,Inbound,2025-03-05 09:23:52
459,730,Email,Inbound,2025-03-18 12:06:38
460,752,Demo Request,Outbound,2025-04-02 02:54:15
461,168,Email,Outbound,2025-01-09 12:22:08
462,536,Phone Call,Outbound,2025-03-19 22:41:24
463,698,Ad Click,Outbound,2025-01-17 03:22:53
464,611,Ad Click,Inbound,2025-02-17 06:39:31
465,244,Ad Click,Inbound,2024-12-01 04:20:35
466,304,Website Visit,Inbound,2025-02-25 05:39:41
467,175,Ad Click,Outbound,2025-01-15 06:21:30
468,893,Ad Click,Outbound,2025-03-28 17:54:25
469,637,Website Visit,Outbound,2024-11-20 00:59:49
470,734,Ad Click,Outbound,2025-01-29 17:07:11
471,203,Demo Request,Inbound,2024-12-28 15:53:37
472,519,Website Visit,Outbound,2024-11-16 01:22:26
473,962,Ad Click,Inbound,2024-11-14 04:50:32
474,651,Demo Request,Outbound,2025-02-05 21:15:06
475,1,Demo Request,Inbound,2024-11-30 12:49:37
476,70,Email,Inbound,2025-03-30 19:42:48
477,533,Phone Call,Inbound,2025-03-01 01:58:08
478,254,Ad Click,Outbound,2024-12-03 19:47:17
479,222,Website Visit,Outbound,2025-01-14 01:39:34
480,627,Phone Call,Outbound,2024-12-25 03:32:00
481,98,Website Visit,Inbound,2025-04-21 04:02:37
482,695,Email,Outbound,2025-04-13 09:51:10
483,813,Demo Request,Inbound,2025-03-30 10:05:13
484,813,Email,Outbound,2025-02-15 11:35:31
485,689,Phone Call,Outbound,2025-01-30 18:29:45
486,568,Ad Click,Inbound,2025-01-08 01:05:55
487,762,Ad Click,Inbound,2024-12-09 23:38:38
488,255,Demo Request,Inbound,2025-04-02 06:30:50
489,858,Phone Call,Inbound,2025-03-08 01:06:54
490,50,Website Visit,Inbound,2024-12-31 21:30:09
491,652,Email,Outbound,2025-04-16 08:02:41
492,538,Ad Click,Outbound,2025-02-23 22:54:10
493,630,Ad Click,Inbound,2024-12-31 19:40:23
494,21,Email,Inbound,2025-02-05 21:48:09
495,783,Demo Request,Inbound,2024-11-26 13:14:24
496,52,Phone Call,Inbound,2024-11-24 05:00:02
497,781,Demo Request,Outbound,2025-01-02 06:44:01
498,244,Website Visit,Outbound,2025-04-21 21:55:40
499,247,Ad Click,Outbound,2025-03-11 00:33:30
500,606,Website Visit,Inbound,2025-01-28 03:38:38
501,542,Demo Request,Outbound,2025-04-18 12:48:45
502,670,Website Visit,Inbound,2025-04-02 20:46:26
503,947,Demo Request,Outbound,2024-10-29 23:45:53
504,567,Ad Click,Outbound,2025-04-10 05:11:07
505,572,Ad Click,Inbound,2025-03-02 01:03:51
506,822,Demo Request,Outbound,2025-04-06 14:44:43
507,374,Email,Outbound,2025-02-07 01:30:04
508,328,Ad Click,Outbound,2024-12-14 15:18:10
509,719,Ad Click,Inbound,2025-04-22 22:51:56
510,533,Phone Call,Outbound,2025-03-08 06:19:34
